Link,Name,Address,Phone,Fax,Hotel Email,Hotel Website,Hotel Classification,Commission,Rooms,Rates,Overview Text,Year Built,Year Last Renovated,Chain,Chain Website,Discounts offered,Image URLs
https://www.travelweekly.com/Hotels/London/The-Gilbert-p59466336,The Gilbert,"40-44 Harrington Gardens, London, England SW7 4LT",44 20-7244-5700,44 20-7370-1223,reservations@sonder.com,https://www.sonder.com/destinations/london/lon-harr44-205/c37118?sleeps=1,4 Moderate First Class,10%,83,$173 - $173,Hotel with multilingual staff set in Edwardian style building dating from 1900; situated two miles from Victoria Station.,1960,2024,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/London/The-Goring-p4441607,The Goring,"Beeston Place 15, London, England SW1W 0JW",44 20-7396-9000,44 20-7834-4393,reception@thegoring.com,https://www.thegoring.com,10 Superior Deluxe,-,69,-,Popular Traditional English Hotel in well-kept Victorian-style building near Buckingham Palace & Westminster Abbey.,1910,2015,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/London/The-Guardsman-p54503486,The Guardsman,"1 Vandon Street, London, England SW1 0AH",44 20-7309-9200,44 020-309-9200,info@guardsmanhotel.com,https://www.guardsmanhotel.com/,9 Deluxe,10%,59,"$418 - $4,430",N/A,2020,N/A,Preferred Hotel & Resorts,https://www.preferredhotels.com,"Group discount, Corporate discount, Travel Agents","https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://media.iceportal.com/126287/photos/71379138_XL/The-Guardsman-Exterior.jpg?tr=w-656%2Ch-390%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://media.iceportal.com/126287/photos/75271149_XL/The-Guardsman-Room.jpg?tr=w-434%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://media.iceportal.com/126287/photos/75271147_XL/The-Guardsman-Room.jpg?tr=w-212%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://media.iceportal.com/126287/photos/75271133_XL/The-Guardsman-Room.jpg?tr=w-212%2Ch-190%2Cfo-auto"
https://www.travelweekly.com/Hotels/London/The-Gyle-p55086024,The Gyle,"16-18 Argyle Square Kings Cross, London, England WC1H 8AS",44 20-3301-0333,N/A,hello@thegyle.co.uk,https://www.thegyle.co.uk,Not Yet Rated,-,33,-,N/A,N/A,2019,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/London/The-Harrington-Residences-p59661096,The Harrington Residences,"1 Harrington Gardens, London, England SW7 4JJ",44 20-7341-5800,44 20-7341-5888,book@theharrington.com,http://www.theharrington.com,4 Moderate First Class,10%,38,$206 - $481,Apartments perfect for corporate stays with fully fitted kitchens and large living rooms in the Royal Borough of Kensington.,1881,2007,N/A,N/A,"Group discount, Corporate discount, Government/ Military discount","https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/http://images.ntmllc.com/v4/hotel/T79/T79916/T79916_EXT_ZBA9EF/The-Harrington-Residences-Exterior.JPG?tr=w-656%2Ch-390%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/http://images.ntmllc.com/v4/hotel/T79/T79916/T79916_ROM_Z15590/The-Harrington-Residences-Room.JPG?tr=w-434%2Ch-390%2Cfo-auto"
https://www.travelweekly.com/Hotels/London/The-Harrison-Gastro-Pub-Hotel-p59580438,The Harrison Gastro Pub & Hotel,"28 Harrison St, Kings Cross, London, England WC1H 8JF",44 20-7278-3966,44 20-7278-3966,harrisonbar@hotmail.com,https://harrisonbar.co.uk,Not Yet Rated,-,4,$169 - $169,N/A,N/A,N/A,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/London/The-Haverstock-Hotel-Hampstead-p9739082,"The Haverstock Hotel, Hampstead","154 Haverstock Hill, Hampstead, London, England NW3 2AY",44 20-7722-5097,44 20-7449-0087,reservations@haverstockhotel.com,http://www.haverstockhotel.co.uk/,Not Yet Rated,-,19,$129 - $129,N/A,N/A,N/A,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/London/The-Hoxton-Shepherds-Bush-p58300801,"The Hoxton, Shepherd's Bush","65-69 Shepherd's Bush Green, London, England W12 8TX",44 207-661 3000,N/A,hello.shebu@thehox.com,https://thehoxton.com/london/shepherds-bush/,7 Superior First Class,10%,237,-,N/A,2022,N/A,The Hoxton,https://group.accor.com/en/brands/ennismore-lifestyle-collective/the-hoxton,Corporate discount,
https://www.travelweekly.com/Hotels/London/The-Jones-p3685621,The Jones,"1-9 Inverness Terrace, London, England W2 3JP",44 20-7747-6873,N/A,info@shaftesburyhotels.com,N/A,Not Yet Rated,10%,180,-,"Charming historic hotel near Hyde Park, Kensington Gardens, shops on Regent and Oxford, the Underground, restaurants, attractions.",1895,N/A,N/A,N/A,"Corporate discount, Travel Agents, Airline Personnel",
https://www.travelweekly.com/Hotels/London/The-Justin-James-Hotel-p59211888,The Justin James Hotel,"Worple Road 43, London, England SW19 4JZ",44 20-8947-4271,44 20-8296-6715,info@justinjameshotel.com,https://www.justinjameshotel.com,Not Yet Rated,-,18,-,N/A,N/A,N/A,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/London/Tria-Hotel-p3663458,Tria Hotel,"35-37 St Stephens Gardens, London, England W2 5NA",44 20-7221-0450,44 20-7229-6717,triahotel@hotmail.com,http://www.triahotellondon.com,Not Yet Rated,10%,44,$97 - $97,Hotel set in Victorian with traditional furnishings; multilingual staff; situated in a garden square; a short walk to Hyde Park.,2002,N/A,N/A,N/A,"Group discount, Corporate discount, Government/ Military discount, AARP discount, Travel Agents, Airline Personnel",
https://www.travelweekly.com/Hotels/London/Tulse-Hill-Hotel-p58407793,Tulse Hill Hotel,"150 Norwood Rd, London, England SE24 9AY",44 20-8671-7499,N/A,sleep@tulsehillhotel.com,https://www.tulsehillhotel.com,Not Yet Rated,-,9,$141 - $259,N/A,N/A,2014,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/London/Valet-Apartments-Fitzrovia-p54470844,Valet Apartments Fitzrovia,"4-6 Cleveland Residences, London, England W1T 6BL",44 4420-7206-23630,N/A,N/A,https://valetapartments.com/room/fitzrovia/,Not Yet Rated,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/London/Victor-Hotel-p9739135,Victor Hotel,"51 Belgrave Road, Westminster, London, England SW1V 2BB",44 20-7592-9853,44 20-7592-9854,london@victorhotel.co.uk,https://mornington.co.uk/mornington-victor-hotel,Not Yet Rated,-,20,$68 - $68,N/A,N/A,N/A,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/London/Ville-City-Stay-p54476269,Ville City Stay,"Saint George Wharf, London, England SW8 2LE",44 4479-6755-7960,N/A,N/A,N/A,Not Yet Rated,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/London/Vintry-Mercer-p51857700,Vintry & Mercer,"19-20 Garlick Hill, London, England EC4V 2AU",44 20-3908-8088,44 20-7589-5511,info@vintryandmercer.com,https://www.vintryandmercer.com,9 Deluxe,-,92,-,Situated at the heart of the City - Overlooking St. James Garlickhythe church - 2 min walk from Mansion House tube station.,2019,N/A,N/A,N/A,N/A,"https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/7/0/167/268/555/1.0_Vintry_and_Mercer_Opening___Amy_Murrell_Feb_2019-467_O/Vintry-%26-Mercer-Exterior.jpg?tr=w-656%2Ch-390%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/7/0/131/909/196/fVBsREHQ_O/Vintry-%26-Mercer-Exterior.jpg?tr=w-434%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/7/0/167/268/499/Vintry_and_Mercer_Opening___Amy_Murrell_Feb_2019-580_O/Vintry-%26-Mercer-Exterior.jpg?tr=w-212%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/7/0/168/974/599/1.0_Vintry_and_Mercer_Opening___Amy_Murrell_Feb_2019-461_O/Vintry-%26-Mercer-Exterior.jpg?tr=w-212%2Ch-190%2Cfo-auto"
https://www.travelweekly.com/Hotels/London/Virgin-Hotels-London-Shoreditch-p59643360,Virgin Hotels London-Shoreditch,"45 Curtain Road, London, England EC2A 3PT",44 20-3988-4455,N/A,N/A,https://virginhotels.com/london-shoreditch/,Not Yet Rated,10%,120,$369 - $984,"This hotel has made a splashy arrival to London. This property is located in the edgy Shoreditch neighborhood.Read the full travel42 review »



  Not Yet Rated                    
                



 Commission: 10%




 Rooms: 120




 Rates: $369 - $984",2017,N/A,Virgin Hotels,https://virginhotels.com/,N/A,
https://www.travelweekly.com/Hotels/London/Wedgewood-Hotel-p4059569,Wedgewood Hotel,"49-51 Leinster Square, London, England W2 4PU",44 20-7229-8990,44 20-7792-8927,wedgewoodhotel@aol.com,http://www.wedgewoodhotel.co.uk,2 Tourist Class,10%,59,$86 - $98,"Set in the heart of Bayswater, 15 miles to Heathrow Intl Airport; beautifully appointed guest rooms that are clean & comfortable.",N/A,N/A,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/London/West-Cromwell-Hotel-p51305480,West Cromwell Hotel,"66 W Cromwell Rd, London, England SW5 9QS",44 20-7373-8853,44 20-7244-6680,info@westcromwellhotel.co.uk,https://www.westcromwellhotel.co.uk,Not Yet Rated,-,21,$79 - $348,N/A,N/A,2007,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/London/Westbury-Hotel-p59054882,Westbury Hotel,"22-24 Collingham Place, London, England SW5 0PZ",44 20-7373-0666,44 20-7835-0338,westburyhotel@hotmail.co.uk,https://westburykensington.co.uk,2 Tourist Class,-,50,$96 - $164,"Small, newly refurbished hotel with friendly staff - close to museums, Earl's Court and Olympia exhibition centers, underground.",1890,2005,N/A,N/A,"Travel Agents 10.0%, Airline Personnel 8.0%",
https://www.travelweekly.com/Hotels/London/White-Lodge-Hotel-Hornsey-p9739176,"White Lodge Hotel, Hornsey","1 Church Lane, Hornsey, London, England N8 7BU",44 20-8348-9765,44 20-8340-7851,info@whitelodgehornsey.co.uk,http://www.whitelodgehornsey.co.uk,Not Yet Rated,-,16,$71 - $96,N/A,N/A,N/A,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/London/Whitechapel-Central-Apartments-p7114357,Whitechapel Central Apartments,"Unit 13 1-13 Adler Street, London, England E1 1EG",44 20-3598-3731,N/A,info@apartmentsapart.com,http://www.apartmentsapart.com,Not Yet Rated,-,20,-,N/A,N/A,N/A,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/London/Windsor-House-Hotel-p4050677,Windsor House Hotel,"12 Penywern Rd, London, England SW5 9ST",44 20-7373-9087,44 20-7385-2417,bookings@windsor-house-hotel.com,https://www.windsor-house-hotel.com,Not Yet Rated,10%,25,$49 - $110,N/A,1845,2010,N/A,N/A,"Government/ Military discount, Travel Agents 10.0%",https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/http://images.ntmllc.com/v4/hotel/T01/T01033/T01033_ROM_ZD3641/Windsor-House-Hotel-Room.JPG?tr=w-1100%2Ch-654%2Cfo-auto
https://www.travelweekly.com/Hotels/London/York-Albany-Hotel-p7123733,York & Albany Hotel,"127-129 Parkway, London, England NW1 7PS",44 20-7387-5700,N/A,yorkandalbany@gordonramsay.com,https://www.gordonramsayrestaurants.com//york-and-albany,Not Yet Rated,-,9,$183 - $402,N/A,N/A,N/A,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/London/Z-Hotel-at-Gloucester-Place-p57159354,Z Hotel at Gloucester Place,"51 Gloucester Place Marylebone, London, England W1U 8JF",44 20-3551-3719,N/A,gloucesterplace@thezhotels.com,https://www.thezhotels.com/hotels/gloucester-place,Not Yet Rated,-,114,-,N/A,N/A,N/A,N/A,N/A,N/A,"https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/1/0/176/701/849/MainEntrance_O/Z-Hotel-at-Gloucester-Place-Exterior.jpg?tr=w-656%2Ch-390%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/1/0/176/701/749/Insidequeen1_O/Z-Hotel-at-Gloucester-Place-Room.jpg?tr=w-434%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/1/0/176/701/869/Queenroom1_O/Z-Hotel-at-Gloucester-Place-Room.jpg?tr=w-212%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/1/0/176/701/885/Queenroom2_O/Z-Hotel-at-Gloucester-Place-Room.jpg?tr=w-212%2Ch-190%2Cfo-auto"
https://www.travelweekly.com/Hotels/London/Z-Hotel-Covent-Garden-p59612793,Z Hotel Covent Garden,"31-33 Bedford Street, London, England WC2E 9ED",44 20-3837-6304,N/A,coventgarden@thezhotels.com,https://www.thezhotels.com/hotels/covent-garden,Not Yet Rated,-,113,-,N/A,N/A,N/A,N/A,N/A,N/A,"https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/1/0/177/81/722/Exterior_O/Z-Hotel-Covent-Garden-Exterior.jpg?tr=w-656%2Ch-390%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/1/0/177/81/553/DoubleRoom1_O/Z-Hotel-Covent-Garden-Room.jpg?tr=w-434%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/1/0/177/81/643/QueenRoomBathroom_O/Z-Hotel-Covent-Garden-Room.jpg?tr=w-212%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/1/0/177/81/688/DoubleRoom_O/Z-Hotel-Covent-Garden-Room.jpg?tr=w-212%2Ch-190%2Cfo-auto"
https://www.travelweekly.com/Hotels/London/Z-Hotel-Piccadilly-p58780106,Z Hotel Piccadilly,"2 Orange Street, London, England WC2H 7DF",44 20-3551-3720,N/A,piccadilly@thezhotels.com,https://www.thezhotels.com/hotels/piccadilly,Not Yet Rated,-,112,$86 - $135,N/A,2014,N/A,N/A,N/A,N/A,"https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/7/0/163/142/341/Entrance1_O/Z-Hotel-Piccadilly-Exterior.jpg?tr=w-656%2Ch-390%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/7/0/163/142/551/Exterior_O/Z-Hotel-Piccadilly-Exterior.jpg?tr=w-434%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/7/0/163/142/487/Entrance_O/Z-Hotel-Piccadilly-Exterior.jpg?tr=w-212%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/7/0/163/142/517/Exterior1_O/Z-Hotel-Piccadilly-Exterior.jpg?tr=w-212%2Ch-190%2Cfo-auto"
https://www.travelweekly.com/Hotels/London/Z-Hotel-Soho-p58644499,Z Hotel Soho,"17 Moor Street, London, England W1D 5AP",44 20-3551-3701,N/A,soho@thezhotels.com,https://www.thezhotels.com/hotels/soho/,Not Yet Rated,10%,85,$87 - $144,Contemporary hotel in renovated georgian townhouses - 4 minutes from Leicester Square and 8 minutes from Charing Cross Station.,2012,N/A,N/A,N/A,N/A,"https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/3/0/179/614/122/SohoEntrance_O/Z-Hotel-Soho-Exterior.jpg?tr=w-656%2Ch-390%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/3/0/179/614/186/Doubleroom4_O/Z-Hotel-Soho-Exterior.jpg?tr=w-434%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/3/0/179/614/114/Doubleroom1_O/Z-Hotel-Soho-Room.jpg?tr=w-212%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/3/0/179/614/154/Doubleroom2_O/Z-Hotel-Soho-Room.jpg?tr=w-212%2Ch-190%2Cfo-auto"
https://www.travelweekly.com/Hotels/London/Zen-Apartments-City-Airport-p59454279,Zen Apartments - City Airport,"Denison House 20 Lanterns Way, London, England E14 9JG",44 78873-78873,N/A,info@zenapartments.co.uk,https://zenapartments.co.uk,Not Yet Rated,-,-,-,N/A,N/A,N/A,N/A,N/A,N/A,"https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/3/0/73/968/50/Canary_Wharf_Apartments_Living2_O/Zen-Apartments--City-Airport-Lobby.jpg?tr=w-656%2Ch-390%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/3/0/73/968/40/Canary_Wharf_Apartments_Living_O/Zen-Apartments--City-Airport-Lobby.jpg?tr=w-434%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/3/0/74/195/723/living_room_O/Zen-Apartments--City-Airport-Lobby.jpg?tr=w-212%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/3/0/73/968/22/Canary_Wharf_Apartments_Bedroom_O/Zen-Apartments--City-Airport-Room.jpg?tr=w-212%2Ch-190%2Cfo-auto"
https://www.travelweekly.com/Hotels/Londonderry-Northern-Ireland/Banks-of-the-Faughan-Motel-p58847123,Banks of the Faughan Motel,"69 Clooney Rd, Londonderry, Northern Ireland BT47 3PA",44 28-7186-0242,N/A,bf.motel@outlook.com,http://www.banksofthefaughanmotel.co.uk/,Not Yet Rated,-,12,-,N/A,N/A,N/A,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/Londonderry-Northern-Ireland/The-Belfray-Country-Inn-p9604825,The Belfray Country Inn,"171 Glanshane Rd, Londonderry, Northern Ireland BT47 3EN",44 28-7130-1480,44 28-7130-1394,info@thebelfraycountryinn.co.uk,https://belfrayhotelderry.com,Not Yet Rated,-,19,$144 - $157,N/A,N/A,2004,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/Londonderry-Northern-Ireland/Travelodge-Derry-City-p3905078,Travelodge Derry City,"22-24 Strand Rd Derry City, Londonderry, Northern Ireland BT48 7AB",44 28-7127-1271,44 28-7127-1277,derry@travelodge.ie,http://www.travelodge.ie/hotels/225/Derry-hotel,2 Tourist Class,10%,44,$60 - $60,Great places for the whole family with comfortable family rooms and fantastic location; all rooms have en-suite bathroom.,1996,2012,Travelodge Hotels LTD UK,http://www.travelodge.co.uk,"Group discount, Corporate discount, Travel Agents 8.0%, Airline Personnel 8.0%","https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://media.iceportal.com/103683/photos/60832668_XL/Travelodge-Derry-City-Exterior.jpg?tr=w-656%2Ch-390%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://media.iceportal.com/103683/photos/63952887_XL/Travelodge-Derry-City-Lobby.jpg?tr=w-434%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://media.iceportal.com/103683/photos/65068638_XL/Travelodge-Derry-City-Room.jpg?tr=w-212%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://media.iceportal.com/103683/photos/65068768_XL/Travelodge-Derry-City-Room.jpg?tr=w-212%2Ch-190%2Cfo-auto"
https://www.travelweekly.com/Hotels/Londonderry-VT/Frogs-Leap-Inn-p4318427,Frogs Leap Inn,"7455 Rte 100, Londonderry, VT 05148",1 802-824-3019,1 802-824-3657,froggemail@gmail.com,http://www.frogsleapinn.com,Not Yet Rated,10%,9,$147 - $283,N/A,1842,2002,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/Londrina-Brazil/Bourbon-Londrina-Hotel-p3697528,Bourbon Londrina Hotel,"Alameda Miguel Blasi 40, Londrina, Brazil 86010-070",55 43-3315-4000,55 43-3315-4001,reservas.londrina@bourbon.com.br,https://www.bourbon.com.br/en/hotel/bourbon-londrina-hotel,Not Yet Rated,10%,112,-,"Downtown, 2 mi from airport.",1960,2010,N/A,N/A,"Group discount, Corporate discount, Government/ Military discount, AARP discount, Travel Agents 50.0%, Airline Personnel 50.0%",
https://www.travelweekly.com/Hotels/Londrina-Brazil/Crillon-Palace-Hotel-p4354461,Crillon Palace Hotel,"Av Sao Paulo, 658, Londrina, Brazil 86010-060",55 43-3378-5000,55 43-3378-5002,hotel@crillon.com.br,http://crillon.com.br,Not Yet Rated,-,82,$20 - $29,N/A,1987,N/A,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/Londrina-Brazil/Crystal-Palace-Hotel-p4346070,Crystal Palace Hotel,"Rua Quintino Bocaiuva 15, Londrina, Brazil 86020-100",55 43-3315-1515,55 43-3315-1515,reservas@crystalpalace.com.br,http://www.crystalpalace.com.br,Not Yet Rated,8%,95,$74 - $85,N/A,1985,2013,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/Londrina-Brazil/Hotel-Londri-Star-p4459054,Hotel Londri Star,"Rodovia Celso Garcia Cid 3225, Londrina, Brazil 86055-901",55 43-3026-3000,N/A,reservas@londristar.com.br,https://londristar.com.br/contact-page,Not Yet Rated,-,206,-,12 story hotel - Rooms feature blackout curtains - Close to Londrina State University and 8 kms from the Londrina bus station.,N/A,N/A,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/Londrina-Brazil/Slaviero-Essential-Londrina-Flat-Hotel-p57247486,Slaviero Essential Londrina Flat Hotel,"Rua Goias 877, Londrina, Brazil 86010-410",55 43-3377-6161,55 43-3321-6161,reservas.londrina@bristolhoteis.com.br,https://bristol-londrina-residence.h-rez.com,Not Yet Rated,10%,143,$21 - $39,N/A,1995,N/A,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/Lone-Pine-CA/Dow-Villa-Motel-p50897638,Dow Villa Motel,"310 S Main St, Lone Pine, CA 93545",1 760-876-5521,1 760-876-5643,email@dowvillamotel.com,https://dowvillamotel.com,Not Yet Rated,10%,42,$115 - $125,"Family owned and operated Motor Inn, modern guest facilities and room amenities, views of Mount Whitney.",1957,1997,N/A,N/A,"AAA discount, AARP discount, Travel Agents",
https://www.travelweekly.com/Hotels/Lone-Pine-CA/The-Portal-Motel-p59615571,The Portal Motel,"425 S. Main St., Lone Pine, CA 93545",1 760-876-5930,1 760-876-5517,mtwhitneymotel@gmail.com,https://portalmotellonepine.com,Not Yet Rated,-,21,-,N/A,N/A,N/A,N/A,N/A,N/A,"https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/http://images.ntmllc.com/v4/hotel/605/605506/605506_EXT_Z0B03D/The-Portal-Motel-Exterior.JPG?tr=w-656%2Ch-390%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/http://images.ntmllc.com/v4/hotel/605/605506/605506_ROM_Z2BAD1/The-Portal-Motel-Room.JPG?tr=w-434%2Ch-390%2Cfo-auto"
https://www.travelweekly.com/Hotels/Long-Ashton-England/The-Angel-Inn-p58779839,The Angel Inn,"172 Long Ashton Rd, Long Ashton, England BS41 9LT",44 1275-392244,N/A,theangelinn172@gmail.com,https://theangelinn-longashton.co.uk,Not Yet Rated,-,4,$87 - $87,N/A,1495,N/A,N/A,N/A,N/A,
https://www.travelweekly.com/Hotels/Long-Bay-Antigua-and-Barbuda/Dian-Bay-Resort-Spa-p4348394,Dian Bay Resort & Spa,"Dian Bay Beach, Dian Bay Point, Long Bay, Antigua, Antigua and Barbuda",1 268-460-6646,1 268-460-8400,dianbay@candw.ag,http://dian-bay-resort-spa.hotels-in-antigua.com/en,Not Yet Rated,10%,50,-,"Relaxing beachfront all-inclusive resort - On beach, 12 mi from town.",1983,2004,N/A,N/A,"Group discount, Travel Agents, Airline Personnel",
https://www.travelweekly.com/Hotels/Long-Beach-CA/Residence-Inn-Long-Beach-Downtown-p50805651,Residence Inn Long Beach Downtown,"600 Queensway Dr, Long Beach, CA 90802",1 562-495-0700,1 562-495-4194,N/A,https://www.marriott.com/en-us/hotels/lgbri-residence-inn-long-beach-downtown/overview,5 Limited Service First Class,10%,178,$205 - $329,Condo-style hotel with fully furnished kitchen and rooms overlooking the river- <1 mile to Queen Mary and Shoreline Village.,2009,N/A,Residence Inn by Marriott,https://residence-inn.marriott.com/,N/A,"https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/3/0/181/176/230/ri-lgbri-exterior-05540_Classic-Hor_O/Residence-Inn-Long-Beach-Downtown-Exterior.jpg?tr=w-656%2Ch-390%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/3/0/181/176/244/ri-lgbri-exterior-90362_Classic-Hor_O/Residence-Inn-Long-Beach-Downtown-Exterior.jpg?tr=w-434%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/3/0/181/176/255/ri-lgbri-exterior-62541_Classic-Hor_O/Residence-Inn-Long-Beach-Downtown-Exterior.jpg?tr=w-212%2Ch-190%2Cfo-auto, https://ik.imgkit.net/3vlqs5axxjf/external/ik-seo/https://www.cfmedia.vfmleonardo.com/imageRepo/7/0/144/567/223/lgbri-front-0062-hor-clsc_O/Residence-Inn-Long-Beach-Downtown-Lobby.jpg?tr=w-212%2Ch-190%2Cfo-auto"
https://www.travelweekly.com/Hotels/Long-Beach-CA/Scottish-Inns-Long-Beach-CA-p52041870,Scottish Inns Long Beach CA,"5485 Atlantic Avenue, Long Beach, CA 90805",1 562-428-6707,1 562-428-2784,N/A,https://www.stayhihotels.com/property/scottish-inns-long-beach-ca,2 Tourist Class,10%,20,-,N/A,2018,N/A,Scottish Inns,http://www.bookroomsnow.com,N/A,
